STK,EXP,NIFTY,SYMBOL,OI,CHNGOI,OICHNGPER,TTV,IV,LTP,CHNG,PCHNG,TBQ,TSQ,BQ,BP,AQ,AP,SPOT
13750,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13750.00,2590,-595,-18.68131868131868,2174,28.86,360.65,-84.70000000000005,-19.01874929830471,43200,28050,75,359.55,225,362.5,13392.95
13800,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13800.00,58180,8449,16.98940298807585,269043,29.57,6.55,-8.350000000000001,-56.040268456375856,680100,650475,4650,6.45,1650,6.55,13392.95
13800,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13800.00,2022,-592,-22.647283856159138,2771,0.0,407.05,-83.64999999999998,-17.047075606276742,44100,39450,150,408.25,75,410.9,13392.95
13850,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13850.00,12324,168,1.3820335636722607,51693,30.84,5.35,-7.300000000000002,-57.70750988142292,346650,209700,1275,5.3,1725,5.4,13392.95
13850,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13850.00,514,-54,-9.507042253521126,343,0.0,455.0,-98.89999999999998,-17.85520852139375,32775,24075,900,457.2,75,460.85,13392.95
13900,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13900.00,32247,4599,16.634114583333332,172756,32.19,4.65,-5.949999999999998,-56.132075471698116,400875,365325,7125,4.6,11775,4.7,13392.95
13900,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13900.00,1942,1192,158.93333333333334,2955,0.0,500.0,-85.45000000000005,-14.595610214365024,30450,27000,75,505.1,75,508.15,13392.95
13950,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13950.00,8785,-1874,-17.581386621634298,35096,33.46,4.15,-4.85,-53.88888888888889,325125,134475,4275,4.15,900,4.2,13392.95
13950,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13950.00,231,-34,-12.830188679245285,114,56.32,562.4,-77.80000000000007,-12.152452358637936,28950,20850,75,552.2,75,556.55,13392.95
14000,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14000.00,73480,14014,23.566407695153533,244473,35.06,3.8,-4.05,-51.59235668789809,999150,468825,59775,3.8,29325,3.85,13392.95
14000,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14000.00,855,-178,-17.231364956437563,718,47.89,602.3,-82.70000000000005,-12.072992700729936,31425,22050,450,604.55,75,608.7,13392.95
14050,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14050.00,4166,-2904,-41.07496463932107,17968,36.64,3.55,-3.1500000000000004,-47.014925373134325,382275,118500,975,3.45,600,3.55,13392.95
14050,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14050.00,72,0,0.0,7,0.0,722.3,-11.200000000000044,-1.5269256987048458,24825,16800,75,651.0,900,654.9,13392.95
14100,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14100.00,32279,1905,6.2718114176598405,150397,37.85,3.2,-2.8,-46.66666666666666,1002675,185775,5475,3.2,7725,3.25,13392.95
14100,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14100.00,170,-4,-2.2988505747126435,21,79.71,849.6,79.35000000000002,10.301850048685496,27450,16350,900,704.75,75,707.85,13392.95
14150,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14150.00,2896,-1465,-33.59321256592525,11554,39.0,2.9,-2.2,-43.13725490196078,392400,85875,2850,2.85,1275,2.95,13392.95
14150,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14150.00,66,-9,-12.0,37,80.48,893.75,68.25,8.267716535433072,19350,13275,450,750.1,525,754.45,13392.95
14200,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14200.00,20212,-5814,-22.339199262276182,89453,40.34,2.65,-1.8000000000000005,-40.44943820224721,786600,157050,11100,2.6,6375,2.65,13392.95
14200,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14200.00,146,-4,-2.6666666666666665,29,72.96,865.75,-20.79999999999995,-2.3461733686763244,26400,19125,75,801.55,75,812.05,13392.95
14250,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14250.00,1152,-253,-18.00711743772242,2290,41.71,2.4,-1.6,-40.0,306375,65325,675,2.4,150,2.5,13392.95
14250,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14250.00,5,0,0.0,2,93.0,1009.45,89.65000000000009,9.746684061752566,17025,11400,375,836.05,150,872.65,13392.95
14300,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14300.00,16142,-6323,-28.14600489650568,56898,43.15,2.3,-1.6500000000000004,-41.77215189873419,850575,88425,18375,2.25,1425,2.3,13392.95
14300,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14300.00,13,1,8.333333333333334,3,85.22,1034.15,34.850000000000136,3.4874412088462066,469650,16800,75,885.85,1725,933.1,13392.95
14350,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14350.00,615,-395,-39.10891089108911,1661,44.2,2.15,-1.5500000000000005,-41.8918918918919,354375,45825,900,2.0,900,2.2,13392.95
14350,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14350.00,6,0,0.0,1,0.0,1001.55,1.1999999999999318,0.11995801469484997,15750,12975,4875,919.45,1725,987.25,13392.95
14400,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14400.00,12157,-3444,-22.07550798025768,34228,45.64,1.95,-1.6,-45.07042253521128,677475,57975,1275,1.9,5325,1.95,13392.95
14400,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14400.00,4,-6,-60.0,19,68.35,1031.7,-65.95000000000005,-6.008290438664424,14625,14700,750,985.65,750,1019.9,13392.95
14450,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14450.00,357,11,3.1791907514450872,1132,47.39,1.75,-1.6,-47.76119402985074,306000,43500,900,1.7,900,1.9,13392.95
14450,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14450.00,0,0,0.0,0,0.0,0.0,0.0,0.0,12975,12975,1725,1019.25,1725,1085.6,13392.95
14500,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14500.00,28831,-15080,-34.34219216141741,77121,48.76,1.65,-1.75,-51.470588235294116,1196025,181200,1050,1.65,9975,1.7,13392.95
14500,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14500.00,18,-2,-10.0,2,112.43,1098.3,-105.54999999999997,-8.767703617560324,16125,16200,75,1085.25,75,1127.0,13392.95
14550,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14550.00,78,-45,-36.58536585365854,334,50.48,1.6,-1.65,-50.769230769230774,371175,46350,900,1.55,75,1.7,13392.95
14550,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14550.00,0,0,0.0,0,0.0,0.0,0.0,0.0,11250,12975,4875,1134.4,1725,1184.9,13392.95
14600,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14600.00,5203,-533,-9.292189679218968,12053,51.56,1.55,-1.65,-51.5625,839325,60000,3450,1.5,2775,1.55,13392.95
14600,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14600.00,11,0,0.0,0,0.0,0.0,0.0,0.0,11550,13275,300,1182.65,1725,1236.85,13392.95
14650,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14650.00,36,-21,-36.8421052631579,166,53.46,1.65,-2.25,-57.6923076923077,49575,49425,975,1.45,900,1.6,13392.95
14650,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14650.00,0,0,0.0,0,0.0,0.0,0.0,0.0,11250,12975,4875,1232.05,1725,1285.55,13392.95
14700,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14700.00,1958,-34,-1.7068273092369477,2565,54.9,1.5,-1.65,-52.38095238095239,557775,57225,1125,1.5,600,1.55,13392.95
14700,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14700.00,1,0,0.0,0,0.0,0.0,0.0,0.0,11250,12975,4875,1278.5,1725,1335.3,13392.95
14750,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14750.00,26,-58,-69.04761904761905,160,56.56,1.45,-1.45,-50.0,260400,46125,900,1.35,150,1.5,13392.95
14750,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14750.00,0,0,0.0,0,0.0,0.0,0.0,0.0,11250,12975,4875,1325.4,1725,1383.4,13392.95
14800,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14800.00,1695,-204,-10.742496050552925,4010,57.71,1.4,-1.6,-53.33333333333334,477900,72300,750,1.4,2250,1.45,13392.95
14800,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14800.00,2,0,0.0,0,0.0,0.0,0.0,0.0,11250,12975,4875,1373.05,1725,1432.85,13392.95
14850,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14850.00,16,14,700.0,183,60.07,1.35,-1.6999999999999995,-55.73770491803278,216825,30225,300,1.25,600,1.8,13392.95
14850,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14850.00,0,0,0.0,0,0.0,0.0,0.0,0.0,11250,12975,4875,1418.7,1725,1478.45,13392.95
14900,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14900.00,715,-114,-13.751507840772016,2415,60.94,1.35,-1.6,-54.23728813559321,510225,65550,375,1.3,1800,1.4,13392.95
14900,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14900.00,2,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,1385.9,1725,1781.75,13392.95
14950,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE14950.00,53,-54,-50.467289719626166,1489,62.8,1.4,-1.8000000000000005,-56.25,169350,60000,75,1.15,75,1.55,13392.95
14950,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE14950.00,1,1,0.0,1,0.0,1559.7,141.5,9.977436186715556,8100,8100,1725,1463.55,1725,1673.95,13392.95
15000,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE15000.00,10715,-2295,-17.640276710222906,33114,64.13,1.35,-1.75,-56.451612903225794,1211625,132450,1125,1.35,8175,1.4,13392.95
15000,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE15000.00,7,0,0.0,0,0.0,0.0,0.0,0.0,8925,8400,1725,1563.2,1725,1739.35,13392.95
15050,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE15050.00,97,-266,-73.27823691460054,549,64.53,1.4,-1.6,-53.33333333333334,142875,89400,600,1.15,75,1.4,13392.95
15050,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE15050.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,1563.25,1725,1832.15,13392.95
15100,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE15100.00,1230,-87,-6.605922551252848,2961,66.7,1.15,-1.65,-58.92857142857143,363525,66675,4500,1.05,2325,1.2,13392.95
15100,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE15100.00,0,0,0.0,1,0.0,1774.25,365.84999999999985,25.976285146265262,8100,8100,1725,1649.4,1725,1849.35,13392.95
15150,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE15150.00,47,8,20.512820512820515,995,68.55,1.1,-2.3,-67.64705882352939,155175,68400,2550,1.05,750,1.25,13392.95
15150,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE15150.00,1,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,1654.5,1725,1910.75,13392.95
15200,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE15200.00,1929,383,24.773609314359643,3536,69.47,1.15,-1.65,-58.92857142857143,366075,73875,600,1.1,150,1.2,13392.95
15200,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE15200.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8175,8175,75,1740.25,75,1894.3,13392.95
15250,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE15250.00,1462,71,5.104241552839684,4325,71.0,1.15,-1.9,-62.295081967213115,101325,89625,675,1.1,300,1.25,13392.95
15250,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE15250.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8175,8100,1725,1793.1,1725,1954.3,13392.95
